song_state,song_artist,song_name
New York,Rosanne Cash,It's Such a Small World
New York,Waylon Jennings,Time Between Bottles Of Wine
New York,The Animals,Story of Bo Diddley
New York,Buck Owens,It Takes People Like You (To Make People Like Me)
New York,Chuck Berry,Havana Moon
New York,"John Anderson, George Jones, Hank Williams, Jr., Chad Brock",A Country Boy Can Survive
New York,Roy Acuff,Wabash Cannonball
New York,Roger Miller,South
New York,Ella Fitzgerald,Air Mail Special
New York,Simon & Garfunkel,Overs [Live]
New York,Nat King Cole,Body and Soul
New York,The Yardbirds,The Train Kept A-Rollin'
New York,Merle Haggard,Here in Frisco
New York,Waylon Jennings,Don't You Think This Outlaw Bit's Done Got Out of Hand
New York,Al Green,One Night Stand
New York,Dolly Parton,Tennessee Homesick Blues
New York,Bruce Springsteen,"4th of July, Asbury Park (Sandy)"
New York,Alabama,My Home's in Alabama
New York,Beastie Boys,The Blue Nun
New York,The Band,Just Like Tom Thumb's Blues
New York,Sam Cooke,Twistin' the Night Away
New York,Willie Nelson,Devil in a Sleepin' Bag
New York,Bob Dylan,"I Shall Be Free, No. 10"
New York,Bruce Springsteen & the E Street Band,"4th of July, Asbury Park (Sandy)"
New York,T. Rex,Baby Boomerang
New York,Too Short,Nobody Does It Better
New York,Tanya Tucker,Texas (When I Die)
New York,A Tribe Called Quest,Skypager
New York,A Tribe Called Quest,Steve Biko (Stir It Up)
New York,A Tribe Called Quest,Electric Relaxation
New York,A Tribe Called Quest,God Lives Through
New York,Conway Twitty,Don't Call Him a Cowboy
New York,Toby Keith,Should've Been a Cowboy
New York,Genesis,Back in N.Y.C.
New York,Fats Waller,A Little Bit Independent
New York,Rod Stewart,Twistin' the Night Away
New York,Funkadelic,Loose Booty [45 Version; Bonus Track]
New York,Dean Martin,Beau James [Bonus Track]
New York,Nat King Cole,A Little Bit Independent
New York,The Notorious B.I.G.,Everday Struggle
New York,Missy Elliott,Pass That Dutch
New York,Bobby Bare,Too Many Nights Alone
New York,Woody Guthrie,Jesus Christ
New York,U2,Silver and Gold [Bonus Track]
New York,Merle Haggard,Here in 'Frisco
New York,Chuck Berry,Back to Memphis
New York,Beastie Boys,Stop That Train
New York,Beastie Boys,Lay It on Me
New York,John Lee Hooker,Frisco Blues
New York,Tom Petty,What Are You Doin' in My Life
New York,Brad Paisley,American Saturday Night [Live]
New York,Ella Fitzgerald,Airmail Special
New York,Wu-Tang Clan,C.R.E.A.M.
New York,Bob Dylan,I Shall Be Free No. 10
New York,The Coasters,Thumbin' A Ride
New York,Bee Gees,One
New York,Count Basie,I've Grown Accustomed to Her Face
New York,Brad Paisley,American Saturday Night
New York,Green Day,Homecoming
New York,The Coasters,Thumbin' a Ride
New York,Son House,Empire State Express
New York,Rod Stewart,Twisting the Night Away
New York,Willie Nelson,Devil in a Sleeping Bag
New York,Parliament,Chocolate City
New York,Bob Dylan,Just Like Tom Thumb's Blues
New York,Bob Seger & the Silver Bullet Band,Katmandu
New York,Limao Com Mel,The Boxer
New York,Chuck Berry,Back in the U.S.A.
New York,The Rolling Stones,Undercover of the Night
New York,U2,Angel of Harlem
New York,The Rolling Stones,When the Whip Comes Down
New York,The Rolling Stones,Good Time Women
New York,U2,Silver and Gold [Live]
New York,Nas,It's Secured
New York,Uncle Murda,Rap Up 2019
New York,Reba McEntire,Fancy
New York,Jason Derulo,Talk Dirty
New York,Jimmy Buffett,Fruitcakes
New York,Cal Tjader,How About You?
New York,Rod Stewart,Blondes (Have More Fun)
New York,Judy Collins,Sweet Dreams
New York,Kenny Burrell,How About You?
New York,50 Cent,Killa Tape Intro
New York,A Tribe Called Quest,Scenario [LP Version]
New York,Afrika Bambaataa,"Lights, Camera, Action"
New York,Chet Baker,How About You
New York,David Bowie,We Are Hungry Men
New York,Jazze Pha,Pretty Toes
New York,Da Brat,Da B Side
New York,Kris Kristofferson,Smokey Put the Sweat on Me
New York,Arlo Guthrie,Unemployment Line
New York,Jon Anderson,The Friends of Mr. Cairo
New York,R. Kelly,Hypnotic
New York,"Earth, Wind & Fire",Elevated
New York,Ja Rule,Exodus (Intro)
New York,Alabama,If You're Gonna Play in Texas (You Gotta Have a Fiddle in the ...) [Liv]
New York,Wyclef Jean,Slow Down
New York,Wu-Tang Clan,Take It Back
New York,A Tribe Called Quest,One Two Shit
New York,R. Kelly,Definition of a Hotti
New York,Dennis Brown,Land of Promise
New York,Nas,American Gangster
New York,Snoop Dogg,Seat Change
New York,Mr. Cheeks,Lights Camera Action
New York,U2,The Hands That Built America
New York,Lil' Flip,Dammit Man Remix
New York,Billy Joel,Los Angelenos
New York,50 Cent,How We Do
New York,The Game,Put You on the Game
New York,James Brown,Night Train [Live]
New York,Kanye West,All Your Fault
New York,Rod Stewart,"The Killing Of Georgie, Pts. 1 & 2"
New York,Nicki Minaj,Slide Around
New York,Jay-Z,American Gangster
New York,Jay-Z,Intro
New York,The Roots,Thought @ Work
New York,Bix Beiderbecke,"I'm More Than Satisfied, No. 1"
New York,Tony Matterhorn,Man from Mars
New York,Kidz Bop Kids,Livin La Vida Loca
New York,Yo Gotti,That Range Rover Came With Steps
New York,Redman,5 Boroughs
New York,Disney,Dancing in the Street
New York,Craig G,Guess Who's Back
New York,Eminem,Welcome to D-Block
New York,Bone Thugs-N-Harmony,Thug Mentality
New York,Kanye West,"The Good, The Bad, The Ugly"
New York,Phil Collins,Dancing In the Street
New York,Lou Reed,Walk On The Wild Side
New York,Jay-Z,Hard Knock Life
New York,Kool & the Gang,Ladies' Night
New York,John Lennon,Nobody Told Me [DVD]
New York,Elton John,"Empty Garden (Hey, Hey Johnny)"
New York,Alabama,Tar Top
New York,John Denver,I Guess He'd Rather Be in Colorado
New York,Albert King,Honky Tonk Women
New York,Lou Reed,Romeo Had Juliette
New York,Grateful Dead,Ramble on Rose
New York,Run-D.M.C.,Run's House
New York,John Lennon,Just Because
New York,John Cale,Smalltown
New York,Johnny Cash,As Long as the Grass Shall Grow
New York,The Byrds,Gunga Din
New York,Elton John,Honky Tonk Women
New York,The Statler Brothers,We
New York,Kool G Rap,Two to the Head
New York,Grateful Dead,So Many Roads
New York,Rosanne Cash,What Kinda Girl?
New York,Paul Simon,The Boxer
New York,The Kingston Trio,Zombie Jamboree
New York,The Manhattan Transfer,Body and Soul
New York,Van Morrison,Dum Dum George
New York,DMX,Get at Me Dog
New York,Johnny Cash,Gatsby's Restaurant
New York,Green Day,Misery
New York,The Kingston Trio,Blow Ye Winds
New York,Redman,Redbull
New York,Wu-Tang Clan,Protect Ya Neck (The Jump Off)
New York,Nas,Let My Niggas Live
New York,Brooks & Dunn,Only in America
New York,Johnny Cash,Take Me Home
New York,The Kingston Trio,This Land Is Your Land
New York,The Rolling Stones,Hot Stuff
New York,Jackson Browne,First Girl I Loved
New York,Kay Starr,I've Grown Accustomed to His Face
New York,2Pac,My Block [Remix]
New York,Al Jolson,Give My Regards to Broadway
New York,Gang Starr,In This Life...
New York,Diddy,Shake Ya Tailfeather
New York,Brooks & Dunn,You Can't Take the Honky Tonk Out of the Girl
New York,Pearl Jam,Other Side
New York,Rodney Crowell,Ridin' Out the Storm
New York,OutKast,The Love Below (Intro)
New York,Toby Keith,The Taliban Song
New York,Celia Cruz,La Dicha Mia
New York,Barbara Mandrell,Fast Lanes and Country Roads
New York,Brenda Lee,Around the World
New York,Bobby Bare,West Virginia Woman
New York,Fred Astaire,You're All the World to Me
New York,Garth Brooks,She's Every Woman
New York,MC Lyte,Cold Rock a Party [Bad Boy Remix]
New York,Rod Stewart,Passion
New York,The Kingston Trio,New York Girls
New York,Charley Pride,Take Me Home
New York,Johnny Cash,Jesus Was a Carpenter
New York,Bob Dylan,The Days of '49
New York,The Rolling Stones,Doo Doo Doo Doo Doo (Heartbreaker)
New York,The Rolling Stones,She Was Hot
New York,Bob Seger,Katmandu
New York,Barbra Streisand,Where You Lead
New York,Aerosmith,Jig Is Up
New York,Aerosmith,No Surprize
New York,Bob Dylan,Joey
New York,Emmylou Harris,The Boxer
New York,Jimmy Buffett,Volcano
New York,Linda Ronstadt,Back in the U.S.A.
New York,The Beach Boys,South Bay Surfer
New York,Bee Gees,Wind of Change
New York,Judy Collins,Song for Duke
New York,The Clash,City of the Dead
New York,The Clancy Brothers,The Irish Rover
New York,Chicago,Good for Nothing
New York,Rubén Blades,Caminando
New York,Jay-Z,Big Momma Thang
New York,The Andrews Sisters,"Go West, Young Man"
New York,The Notorious B.I.G.,I Got a Story to Tell
New York,Lynyrd Skynyrd,Dixie
New York,Weird Al Yankovic,Phony Calls
New York,Dr. Dre,No Diggity [Album Version]
New York,Queen,In the Space Capsule (The Love Theme)
New York,SWV,Someone
New York,T. Rex,All Alone
New York,Will Smith,Miami
New York,Too Short,Real Niggaz
New York,U2,Jesus Christ
New York,Jefferson Airplane,Third Week in the Chelsea
New York,Beastie Boys,Putting Shame in Your Game
New York,The Byrds,Don't You Write Her Off
New York,Taj Mahal,Natural Man [Bonus Track]
New York,Weird Al Yankovic,Slime Creatures from Outer Space
New York,Grateful Dead,Ramble on Rose [DVD]
New York,Too Short,Blow the Whistle
New York,Johnny Pacheco,La Dicha Mia
New York,Nina Simone,Just Like Tom Thumb's Blues
New York,Al Green,Love Is Real
New York,Freak Kitchen,Wanderin'
New York,Carole King,"Where You Lead, I Will Follow"
New York,T. Rex,Sailors of the Highway [4 Track Demo]
New York,Jimmy Buffett & the Coral Reefer Band,Volcano [Live]
New York,DJ Rectangle,Way of Life
New York,Bing Crosby,Dear Old Donegal
New York,Bing Crosby,Go West Young Man
New York,Brooks & Dunn,Only in America [Live]
New York,The O'Jays,Now That We Found Love
New York,Snoop Dogg,Beautiful
New York,Beastie Boys,The Lisa Lisa/Full Force Routine
New York,Beastie Boys,Crazy Ass Shit
New York,Paul Simon,Getting Ready for Christmas Day
New York,Paul Simon,Boxer [Live]
New York,J. Cole,Sideline Story
New York,Bob Dylan,New York Girls
New York,Elton John,Empty Garden (Hey Hey Johnny)
New York,Stan Getz,Body and Soul
New York,Redman,From Long Beach 2 Brick City
New York,Steel Pulse,Taxi Driver
New York,Oliver Nelson,Walk on the Wild Side
New York,The Who,Mirror Door
New York,Michael Jackson,Streetwalker
New York,Fat Joe,Lean Back [Album Version - Amended]
New York,Jay-Z,Anywhere but Here
New York,Nelly,Shake Ya Tailfeather
New York,Wu-Tang Clan,Protect Ya Neck (the Jump Off)
New York,Ike & Tina Turner,Honky Tonk Women
New York,J. Cole,Interlude
New York,Mariah Carey,Fantasy [Bad Boy Remix]
New York,Bob Dylan,The Boxer
New York,Lana Del Rey,How To Disappear
New York,Zack de la Rocha,JU$T
New York,Mariah Carey,Fantasy
New York,Lana Del Rey,The greatest
New York,The Rolling Stones,Dancing With Mr. D
New York,Shwayze,James Brown Is Dead
New York,Joell Ortiz,Captain
New York,Annekei,N. Y. C.
New York,Lady Gaga,Marry the Night
New York,Juvenile,Loud Pipes
New York,Bee Gees,Tokyo Nights
New York,Judy Collins,Running for My Life
New York,Patrice Rushen,Jeru
New York,Mack 10,Let the Thugs in the Club
New York,Jerry Goldsmith,How About You
New York,Prince,White Mansion
New York,Lil Wayne,Dammit Man [Remix; Mix]
New York,OutKast,Walk It Out [Remix; Bonus Track]
New York,Fat Joe,The Crackhouse
New York,Ludacris,Wish You Would
New York,R. Kelly,Pregnant
New York,Travis Barker,Dope Boys
New York,Nickelback,Edge of a Revolution
New York,"Snoop Dogg, Troy Ave",Anytime
New York,Lady Gaga,Just Another Day
New York,"Ludacris, T.I.",Wish You Would
New York,Busta Rhymes,Everybody Rise Again
New York,MØ,Roots
New York,Naughty by Nature,Mourn You Til I Join You [Radio Edit]
New York,Mobb Deep,Man Down
New York,Joni Mitchell,The Tenth World
New York,Lil Uzi Vert,Silly Watch
New York,Boogie Down Productions,Original Lyrics
New York,OutKast,A Life in the Day of Benjamin André (Incomplete)
New York,"Jay Electronica, Big Sean, Kendrick Lamar",Control
New York,J. Cole,The Autograph
New York,"Pharrell Williams, Kanye West, Lupe Fiasco",Don't Stop
New York,Young MC,I Come Off
New York,Diana Ross & the Supremes,Fancy Passes
New York,James Brown,Can't Get Any Harder
New York,Dré,Boss
New York,J.Armz,Boss
New York,Gucci Mane,Cuttin off Fingaz
New York,Snoop Dogg,Remedy
New York,50 Cent,In Da Club
New York,Nate Dogg,21 Questions
New York,Lana Del Rey,Ultraviolence
New York,R. Kelly,We Ride
New York,Alanis Morissette,So Pure
New York,Pete Seeger,Lou Marsh
New York,Too Short,Paystyle
New York,R. Kelly,Dollar Bill
New York,Bing Crosby,Chicago Style
New York,Ice Cube,Wicked
New York,Van Morrison,Golden Autumn Day
New York,DMX,Niggaz Done Started Something
New York,LL Cool J,No Airplay
New York,Alanis Morissette,U R
New York,"Peter, Paul and Mary",Wanderin'/Nobody Knows You When You're Down and Out
New York,Chicago,"Take the ""A"" Train"
New York,André Previn,Body and Soul
New York,Buju Banton,Boom Bye Bye
New York,The Dubliners,Irish Rover
New York,Asleep at the Wheel,Boogie Back to Texas
New York,LL Cool J,You and Me
New York,Jo Stafford,A Little Bit Independent
New York,Wu-Tang Clan,Triumph
New York,Wu-Tang Clan,Deadly Melody
New York,Beastie Boys,Mullet Head
New York,Etta James,Don't Let My Baby Ride
New York,Barrington Levy,Top of the World
New York,Bob Hope,Chicago Style
New York,Eminem,What If I Was White
New York,Run-D.M.C.,Ay Papi
New York,Kool & the Gang,Ladies Night
New York,Blake Shelton,Problems at Home
New York,Spice 1,Hard to Kill
New York,Mobb Deep,Connected
New York,Shakira,Poem to a Horse
New York,Tom Jones,Ladies Night
New York,Tom Jones,Honky Tonk Women
New York,Tom Jones,Passion
New York,Tom Petty,What Are You Doin' In My Life? [2018 Remaster]
New York,The Ventures,Tequila
New York,Nas,Too Hot
New York,Snoop Dogg,That's Crazy [Remix]
New York,Doris Day,I've Grown Accustomed to His Face
New York,Big Tymers,Way of Life
New York,"Hank Williams, Jr.",I've Loved You All Over the World
New York,Big Tymers,Way of Life [Main Mix]
New York,Rakim,R.A.K.I.M.
New York,50 Cent,P.I.M.P.
New York,50 Cent,Poor Lil Rich
New York,Ricky Martin,Asignatura Pendiente
New York,Monica,Don't Gotta Go Home
New York,Jay-Z,That's How You Like It
New York,T.I.,Rubber Band Man
New York,Kenny Chesney,Christmas in Dixie
New York,"Kool & the Gang, Atomic Kitten",Ladies Night
New York,The Pogues,The Irish Rover
New York,Beastie Boys,That's It That's All
New York,The Alchemist,Dead Bodies
New York,Tony Bennett,All in Fun
New York,Ice Cube,Grand Finale
New York,Tinie Tempah,Trampoline
New York,Babyface,Solid
New York,Nat King Cole,I've Grown Accustomed to Her Face
New York,Heart,Love Mistake
New York,George Jones,"Baby, There's Nothing Like You"
New York,Al Green,One Nite Stand
New York,The Jacksons,Goin' Places
New York,Phish,Fluffhead
New York,Lynyrd Skynyrd,I'm a Country Boy
New York,Donna Summer,Work That Magic
New York,Judy Collins,Home Before Dark
New York,Johnnie & Jack,Orange Blossom Special
New York,The Chieftains,Paddy's Green Shamrock Shore
New York,The Kingston Trio,Lock All the Windows
New York,Ella Fitzgerald,Air Mail Special [Live]
New York,Shirley Caesar,Faded Rose
New York,Lil' Kim,Don't Stop What You're Doing
New York,Rosemary Clooney,Chicago Style
New York,Kiss,Childhood's End
New York,Bobby Bare,Hard Time Hungrys
New York,Ice Cube,We Be Clubbin'
New York,Meat Loaf,Man and a Woman
New York,DMX,Look Thru My Eyes
New York,Celine Dion,Le blues du businessman
New York,Carrie Underwood,I Ain't in Checotah Anymore
New York,Fat Joe,Watch Out
New York,Maná,Dime Luna
New York,The Cure,Hot Hot Hot!!!
New York,Diddy,Hold Up
New York,Big Boi,Wanna Move
New York,Twista,Diddy Rock
New York,Fred Astaire,You're All the World to Me [From Wedding Bells/Royal Wedding]
New York,Pitbull,Blood Is Thicker Than Water
New York,will.i.am,Compton
New York,Snoop Dogg,Crazy
New York,The Dubliners,Irish Rover [Live]
New York,Porter Wagoner,Committed To Parkview
New York,Ice Cube,We Be Clubbin' [From the Players Club]
New York,Elephant Man,Throw Your Hands Up
New York,50 Cent,Fuck You
New York,Nas,Why You Hate the Game [Exclusive]
New York,Bing Crosby,Around the World
New York,Snoop Dogg,P.I.M.P. [Remix]
New York,Wu-Tang Clan,Run
New York,Dr. Dre,The Watcher
New York,Foxy Brown,Murda Mami
New York,Jay-Z,Hate
New York,Jerry Rivers,Orange Blossom Special
New York,Santana,Havana Moon
New York,The Who,Face the Face
New York,Trace Adkins,Hillbilly Bone
New York,The Doors,Close To You
New York,David Bowie,Did You Ever Have a Dream
New York,Preston Reed,Ladies Night
New York,Bing Crosby,Around The World
New York,R. Kelly,Number One Hit
New York,Game,Ricky
New York,Nate Dogg,Special
New York,Buddy Rich,Body and Soul
New York,Beastie Boys,The Scoop
New York,Bing Crosby,Back to Donegal
New York,Ella Fitzgerald,Air Mail Special [Version]
New York,Paul Gambaccini,Walk on the Wild Side
New York,Lil Wayne,The Motto
New York,George Jones,Baby There's Nothing Like You
New York,Ella Fitzgerald,I Love Being Here With You
New York,The Supremes,Around the World In 80 Days
New York,50 Cent,Best Friend
New York,Game,Church for Thugs
New York,The Game,Runnin'
New York,Jeff Beck,The Train Kept a Rollin'
New York,J. Cole,Land of the Snakes
New York,Future,Covered N Money
New York,DMX,Don't Gotta Go Home
New York,Lana Del Rey,Old Money
New York,50 Cent,Window Shopper
New York,"Nate Dogg, 50 Cent",21 Questions
New York,Ali Shaheed Muhammad,ALL AROUND THE WORLD
New York,Blake Shelton,Get Ready
New York,Miranda Lambert,Fire Escape
New York,Sia,ON
New York,Kenny Chesney,Here and Now
New York,Nas,BACK 2 HIPHOP
New York,Ricky Martin,Livin' La Vida Loca [Spanish]
New York,P!nk,90 Days
New York,Miranda Lambert,Locomotive
New York,Taylor Swift,False God
New York,James Brown,Mind Power
New York,Chuck Berry,Jamaica Moon
New York,Dom Kennedy,Gold Daytonas
New York,Selena Gomez,Souvenir
New York,Drew's Famous,Living in America
New York,The Swift,Tug of War
New York,The Pioneer Creek Gang,Living in America
New York,Jimy Rogers,Living in America
New York,Joell Ortiz,Hip Hop
New York,Dear and the Headlights,Carl Solomon Blues
New York,Kranium,Trendsetter
