,state,city,song,artist
3573, New York,New York City,Slumming on Park Avenue,"composed  Irving Berlin, performed  Jimmie Lunceford, Fletcher Henderson, Mildred Bailey, and others"
3574, New York,New York City,Small Talk at 125th and Lenox,Gil ScottHeron
3575, New York,New York City,Smashing N.Y. Times,(from the musical Applause)
3576, New York,New York City,Smile,Will Powers
3577, New York,New York City,Smooth,Santana feat. Rob Thomas
3578, New York,New York City,Smooth Operator,Big Daddy Kane
3579, New York,New York City,Snowed In At Wheeler Street,Kate Bush
3580, New York,New York City,Snowin' in Brooklyn,Ferron
3581, New York,New York City,The Snows of New York,Chris de Burgh
3582, New York,New York City,So Far Around the Bend,"The National (""Now there's no leaving New York"")"
3583, New York,New York City,So Much to Do in New York,(from the musical Song and Dance)
3584, New York,New York City,So N.Y.,Fabolous
3585, New York,New York City,Soft Smoke,The Pink Spiders
3586, New York,New York City,Someplace Called Manhattan,John Durrill (former of The Ventures)
3587, New York,New York City,Sometimes I Rhyme Slow,Nice & Smooth
3588, New York,New York City,Somewhere Between Old and New York,Steve Warriner
3589, New York,New York City,Somewhere in Brooklyn,Bruno Mars
3590, New York,New York City,Somewhere On Broadway,(music and lyrics  E. Ray Goetz; lyrics  Glen MacDonough and Harry Grattan}
3591, New York,New York City,Son of a New York Gun,Gino Vannelli
3592, New York,New York City,Song for a Hunter College Graduate,"(music: Jonathan Sheffer, lyrics: Howard Ashman)"
3593, New York,New York City,Song For A New York Rainmaker,Larry Coryell
3594, New York,New York City,Song for Black Sabbath's Second North American Tour,The Mountain Goats
3595, New York,New York City,Song for Myla Goldberg,The Decemberists
3596, New York,New York City,Song for Sharon,Joni Mitchell
3597, New York,New York City,Sort of Like Being Pumped,Bomb the Music Industry!
3598, New York,New York City,Soul Power,James Brown
3599, New York,New York City,The Sound of New York,Kenyon Hopkins
3600, New York,New York City,Sounds from the Hudson,Herbert L. Clarke
3601, New York,New York City,Sounds of New York,Vertical Hold
3602, New York,New York City,South 2nd,CocoRosie
3603, New York,New York City,South Bronx,Boogie Down Productions
3604, New York,New York City,South Bronx Burnout,Tribal Son
3605, New York,New York City,Southbound Jericho Parkway,Roy Orbison
3606, New York,New York City,South of New York,Johnny James
3607, New York,New York City,Soweto To Harlem,Hal Singer Jazz Quartet
3608, New York,New York City,The Space Queens (Silky is Sad)  Lotti Golden,
3609, New York,New York City,Spanish Harlem,Andy McCoy
3610, New York,New York City,Spanish Harlem,"Jerry Leiber & Phil Spector, recorded  Ben E. King (covered  Aretha Franklin and The Mamas & the Papas)"
3611, New York,New York City,Spanish Harlem,Tony Touch
3612, New York,New York City,Spanish Harlem Incident,Bob Dylan
3613, New York,New York City,Sparkling New York,Bob James
3614, New York,New York City,The Spirit of Jazz,The Gaslight Anthem
3615, New York,New York City,Spring in Manhattan,Tony Bennett
3616, New York,New York City,Spring in New York,Gilad Atzmon
3617, New York,New York City,Spring Street,Dar Williams
3618, New York,New York City,Spring Street,Vanessa Carlton
3619, New York,New York City,Springtime in New York,Jonathan Richman
3620, New York,New York City,Springtime in the City,Watsky
3621, New York,New York City,The Square,"/""The Square In The Rain""  Michael Conway Baker"
3622, New York,New York City,Squeeze the Trigger,IceT
3623, New York,New York City,St. Bart's,Lee Ritenour
3624, New York,New York City,St. Marks,Ann Beretta
3625, New York,New York City,St. Mark's Place,Earl Slick
3626, New York,New York City,St. Mark's Place,Jeffrey Lee Pierce Sessions Project with Lydia Lunch
3627, New York,New York City,St. Mark's Place,Kirsty McGee
3628, New York,New York City,St. Mark's Place,Thomas Newman
3629, New York,New York City,Standing on Broadway (Watching the Girls),Roy Brown
3630, New York,New York City,Stars and the Moon,from the musical revue Songs for a New World  Jason Robert Brown
3631, New York,New York City,Stars of Broadway,"from 'The Broadway Whirl' music: George Gershwin & Harry Tierney; lyrics: Richard Carle, Joseph McCarthy & John Henry Mears"
3632, New York,New York City,The Start of Your Ending (41st Side),Mobb Deep
3633, New York,New York City,Staten Island,Johnny McEvoy
3634, New York,New York City,Staten Island,Kasso
3635, New York,New York City,Staten Island Ba,Black 47
3636, New York,New York City,Staten Island Groove,Down to the Bone (band)
3637, New York,New York City,Station on Third Avenue,Marmalade
3638, New York,New York City,The Statue in the Bay,Gene Autry
3639, New York,New York City,Statue Of Liberty,Burning Spear
3640, New York,New York City,Statue of Liberty,Esperanto
3641, New York,New York City,The Statue of Liberty,Gordon Jenkins
3642, New York,New York City,Statue Of Liberty,Harry Geller And His Orchestra
3643, New York,New York City,Statue of Liberty,Jill Sobule
3644, New York,New York City,Statue of Liberty,"Johnny ""Guitar"" Watson"
3645, New York,New York City,Statue of Liberty,Laurie Anderson
3646, New York,New York City,Statue of Liberty,Little River Band
3647, New York,New York City,Statue of Liberty,River City
3648, New York,New York City,Statue of Liberty,Turning Point
3649, New York,New York City,Statue of Liberty,XTC
3650, New York,New York City,Statue of Liberty,Yellowjackets
3651, New York,New York City,Stayin' Alive,Bee Gees
3652, New York,New York City,Steel Prayers  Ballad For 9/11 WTC,Richie Beirach Trio
3653, New York,New York City,Stepking of Broadway,Charleston Kids
3654, New York,New York City,Stickman Crossing the Brooklyn Bridge,Brooklyn Funk Essentials
3655, New York,New York City,Still New York,Max Schneider
3656, New York,New York City,Stillman's Gym,(from the musical It's Always Fair Weather)
3657, New York,New York City,Stock Exchange,Miss Kittin & The Hacker
3658, New York,New York City,Stolen Away on 55th & 3rd,Dave Matthews Band
3659, New York,New York City,Stompin' at the Savoy,"composed  Benny Goodman, Andy Razaf, Edgar Sampson, and Chick Webb"
3660, New York,New York City,Stompin' at the Stork Club,Robert Maxwell (songwriter)
3661, New York,New York City,The Stoop,Little Jackie
3662, New York,New York City,Stop Shammin',Big Daddy Kane
3663, New York,New York City,Stop That Train,Beastie Boys
3664, New York,New York City,Stop The Violence,Boogie Down Productions
3665, New York,New York City,Storm the Embassy,Stray Cats
3666, New York,New York City,Straight from Queens,LL Cool J
3667, New York,New York City,Straight Outta Q.B.,"Cormega, Jungle & Blaq Poet"
3668, New York,New York City,Straight To Brad's Head From New York,Delroy Wilson
3669, New York,New York City,Stranded in Chelsea,Nick Holmes (recorded with The Serendipity Singers)
3670, New York,New York City,Strange Apparatus (An Englishman in New York),Godley and Creme
3671, New York,New York City,Strange Powers,The Magnetic Fields
3672, New York,New York City,Street Dance,Break Machine
3673, New York,New York City,Street in Manhattan,Frank De Vol
3674, New York,New York City,Street in New York,Shab Tiger
3675, New York,New York City,Streets of Chinatown,Notorious MSG
3676, New York,New York City,Streets of Little Italy,Bonnie Tyler
3677, New York,New York City,Streets Of Manhattan,Pino Donaggio
3678, New York,New York City,Streets of New York,Alicia Keys
3679, New York,New York City,Streets of New York,Clint Mansell
3680, New York,New York City,The Streets of New York,Elliott Murphy
3681, New York,New York City,Streets of New York,Hugh Masakela
3682, New York,New York City,Streets of New York,Kool G Rap & DJ Polo
3683, New York,New York City,Streets of New York,The Wolfe Tones
3684, New York,New York City,Streets of New York,Willie Nile
3685, New York,New York City,The Streets of New York (In Old New York),(from the operetta The Red Mill)
3686, New York,New York City,Streets of NY,Terror Squad
3687, New York,New York City,Streets of Soho,Antje Duvekot
3688, New York,New York City,Streets of the Bronx,Brother Jack McDuff
3689, New York,New York City,The Streets of Your Town,Country Joe and the Fish
3690, New York,New York City,Strut Miss Lizzie,Henry Creamer
3691, New York,New York City,Struttin' Down Jane Street,Winifred Atwell
3692, New York,New York City,Struttin' on Broadway,Masayoshi Takanaka
3693, New York,New York City,Studio 54,Blondie
3694, New York,New York City,Studio 54,Major Bill Smith & Zane & Hogan
3695, New York,New York City,Studio 54 Dub,Mad Professor
3696, New York,New York City,Studying New York C. 1928,Lee Johnson
3697, New York,New York City,Stutter Rap,Morris Minor & The Majors
3698, New York,New York City,Stuyvesant Blues,Max Kaminsky
3699, New York,New York City,SubManhattan Blues,Bob Thompson (musician)
3700, New York,New York City,Subrosa Subway,Klaatu
3701, New York,New York City,Subway 6,Dave Valentin
3702, New York,New York City,Subway Funeral,Thursday
3703, New York,New York City,Subway Joe,Joe Bataan
3704, New York,New York City,Subway Polka,Harry Geller And His Orchestra
3705, New York,New York City,Subway Ride/Imaginary Coney Island,(from the musical On the Town)
3706, New York,New York City,The Subway Song,from Make Mine Manhattan
3707, New York,New York City,Subway: The Last 'I Love New York' Song,(from the musical Mayor)
3708, New York,New York City,Subway Train,the New York Dolls
3709, New York,New York City,The Subway Train That Came To Life,The Third Rail (featuring Rusty Evans from The Deep (band))
3710, New York,New York City,Subways Are for Sleeping,(from the musical Subways Are for Sleeping)
3711, New York,New York City,Sucker M.C.'s,Run–D.M.C.
3712, New York,New York City,Suffragette City,David Bowie
3713, New York,New York City,Sugar Hill,Kenny Burrell
3714, New York,New York City,Sugar Hill,Three Sounds
3715, New York,New York City,Sugar Hill Function,"Henry ""Red"" Allen and his Orchestra"
3716, New York,New York City,Sugar Hill Groove,Sugarhill Gang
3717, New York,New York City,Suicide (A Better Way),Choking Victim
3718, New York,New York City,Suite Revenge: 'Striking Back'/'Riverside Park'/'The Alley'/'Last Stop'/'8th Avenue Station',Herbie Hancock
3719, New York,New York City,Sullivan Street,Counting Crows
3720, New York,New York City,A Sultry Day in New York,Dennis Wilson Quartet
3721, New York,New York City,Summer in Brooklyn,Joell Ortiz
3722, New York,New York City,Summer in El Barrio,Bodega Bamz
3723, New York,New York City,Summer in El Barrio,Felix Cavaliere
3724, New York,New York City,Summer in Central Park,Horace Silver
3725, New York,New York City,Summer in New York,The Imaginations
3726, New York,New York City,Summer in New York,Michael Franks
3727, New York,New York City,Summer in New York (Wander With The Wind),Five Satins
3728, New York,New York City,Summer in the City,The Lovin' Spoonful
3729, New York,New York City,Summer in the City,Regina Spektor
3730, New York,New York City,Summer Night in Spanish Harlem,Little Louie Vega
3731, New York,New York City,Summertime in New York,Exuma
3732, New York,New York City,Summertime in New York,Mick Harvey
3733, New York,New York City,Summertime on 42nd Street,The Firm
3734, New York,New York City,Sunday at the Savoy,Count Basie
3735, New York,New York City,Sunday in New York,"Carroll Coates and Peter Nero, performed Ernestine Anderson, Bob Darin, Mel Tormé, and others"
3736, New York,New York City,Sunday Morning In Manhattan,Eberhard Schoener
3737, New York,New York City,Sunday Morning New York Blue,Rob Thomas
3738, New York,New York City,Sunday New York Times,Matt Nathanson
3739, New York,New York City,Sunday School to Broadway,Anne Murray
3740, New York,New York City,Sunkeneyed Girl,Mike Doughty
3741, New York,New York City,Sunrise in New York City,Willie Nile
3742, New York,New York City,Sunrise On The Bronx,André Popp
3743, New York,New York City,Sunset in New York,Arabesque
3744, New York,New York City,Sunset Over Broadway,Roy Buchanan
3745, New York,New York City,Sunset Over Manhattan,Alex Bugnon
3746, New York,New York City,Sunshine Partytime,Rockers Revenge
3747, New York,New York City,Super Subway Comedian,Suicide
3748, New York,New York City,Super Womanhattan,MIchel Laurent
3749, New York,New York City,Super Womble,The Wombles (band)
3750, New York,New York City,Superbad Superslick,Redhead Kingpin and the F.B.I.
3751, New York,New York City,Superthug,Noreaga
3752, New York,New York City,Surfin' in Harlem,Swamp Dogg
3753, New York,New York City,Surfin' USA,Beach Boys
3754, New York,New York City,Sutton Lights,Kenyon Hopkins
3755, New York,New York City,Sutton Place,George Gershwin
3756, New York,New York City,Swan Song On Broadway,Western Eyes
3757, New York,New York City,Swear to God,Emilyn Brodsky
3758, New York,New York City,Swing Time Up in Harlem,Tommy Dorsey
3759, New York,New York City,Swingin' At Sugar Ray's,Ba Face Willette
3760, New York,New York City,Swingin' at the Copper Rail,Buck Clayton
3761, New York,New York City,Swinging at the Cotton Club,Cantabile
3762, New York,New York City,Swingin' at the Hickory House,Wingy Manone & his Orchestra
3763, New York,New York City,Swingin' at the Met,Les Brown
3764, New York,New York City,Swingin' Down Broadway,Jo Stafford
3765, New York,New York City,Swinging At Seventh,Bob Adams Quintet
3766, New York,New York City,Swinging In Harlem,Erskine Hawkins and his 'Bama State Collegians
3767, New York,New York City,Swinging On Lenox Avenue,Erskine Hawkins and his Orchestra
3768, New York,New York City,Tacuma Song – Movement 3 – Celebration On Prince Street,Jamaaladeen Tacuma
3769, New York,New York City,Take a Walk with the Fleshtones,The Fleshtones
3770, New York,New York City,Take It to the Bronx,Tony Touch
3771, New York,New York City,Take Manhattan,Soul Asylum
3772, New York,New York City,Take Me Back NYC,Herman Düne
3773, New York,New York City,Take Me Back to Manhattan,Cole Porter (from the musicals The New Yorkers and Anything Goes)
3774, New York,New York City,(Take Me To) New York City,Lamar Thomas
3775, New York,New York City,Take Me Back to New York Town,Andrew B. Sterling and Harry Von Tilzer
